IDText,Text,clean_text,processed_text,text_length,predicted_label
TXT0258,"saat ini warga kampung bayam seharusnya bisa hidup tenang dan nyaman karena telah dibangunkan hunian baru dan layak oleh anies yang saat itu gubernur, namun mereka menangis karena dihalang-halangi oleh pj gubernur heru.

warga kemudian mengadu, dan anies menerima aduan itu dengan pelukan erat dan tangis yang otomatis membanjiri mata orang-orang yang melihat.

""sekarang kewenangannya lagi enggak ada, kita sama-sama rakyat biasa. nanti begitu ada kewenangan, kita kembalikan apa yang sudah seharusnya. yang sabar, insyaallah ada waktunya."" ujar anies dalam dekapan erat rakyat.

jujur, aku nangis banget ÃƒÂ°Ã‚Å¸Ã‚ËœÃ‚Â­ [RE dayatpiliang]","saat ini warga kampung bayam seharusnya bisa hidup tenang dan nyaman karena telah dibangunkan hunian baru dan layak oleh anies yang saat itu gubernur namun mereka menangis karena dihalanghalangi oleh pj gubernur heru

warga kemudian mengadu dan anies menerima aduan itu dengan pelukan erat dan tangis yang otomatis membanjiri mata orangorang yang melihat

sekarang kewenangannya lagi enggak ada kita samasama rakyat biasa nanti begitu ada kewenangan kita kembalikan apa yang sudah seharusnya yang sabar insyaallah ada waktunya ujar anies dalam dekapan erat rakyat

jujur aku nangis banget  ",warga kampung bayam hidup tenang nyaman dibangunkan hunian layak anies gubernur menangis dihalanghalangi pj gubernur heru warga mengadu anies menerima aduan pelukan erat tangis otomatis membanjiri mata orangorang kewenangannya samasama rakyat kewenangan kembalikan sabar insyaallah anies dekapan erat rakyat jujur nangis banget,327,Politik
TXT0259,"Kalian berani Sumpah apa bahwa yg Utama adalah Kesejahteraan Rakyat Kemakmuran bangsa Indonesia, Keadilan Hukum dan Ekonomi bagi seluruh Rakyat Indonesia. 
@aniesbaswedan @prabowo @ganjarpranowo [RE Soraya__X]","kalian berani sumpah apa bahwa yg utama adalah kesejahteraan rakyat kemakmuran bangsa indonesia keadilan hukum dan ekonomi bagi seluruh rakyat indonesia 
   ",berani sumpah yg utama kesejahteraan rakyat kemakmuran bangsa indonesia keadilan hukum ekonomi rakyat indonesia,111,Politik
TXT0260,"Indonesia bukan warisan jokowi, mari Selamat kan demokrasi

#HardNews_Viral #NewsOne #CariBeritaditvOne #Politik #Prabowo #ViralCilincing #Operasi200Ribu #Pilpres2024 #GibranRakabuming #prabowo #JokowiPredatorReformasi https://t.co/QEUf0eDd6b","indonesia bukan warisan jokowi mari selamat kan demokrasi

           ",indonesia warisan jokowi mari selamat demokrasi,47,Politik
TXT0261,Jubir AMIN soal Tanah Prabowo: Janjinya Buat Rakyat tapi Tak Dilaksanakan https://t.co/1lOsT4i7jR [RE OposisiCerdas],jubir amin soal tanah prabowo janjinya buat rakyat tapi tak dilaksanakan  ,jubir amin tanah prabowo janjinya rakyat dilaksanakan,53,Politik
TXT0262,@ganjarpranowo @mohmahfudmd Inisiatif Ganjar dalam mengurangi kemiskinan membawa perubahan positif yang nyata.,  inisiatif ganjar dalam mengurangi kemiskinan membawa perubahan positif yang nyata,inisiatif ganjar mengurangi kemiskinan membawa perubahan positif nyata,70,Politik
TXT0263,"Ganjar-Mahfud membawa semangat sportivitas dan persatuan dalam setiap lapisan masyarakat. @tuanputrii27 Happy New Year 
#GanjarMahfud2024
#GanjarMahfudM3nang
#L3bihbaik https://t.co/iTOwpoZRTw","ganjarmahfud membawa semangat sportivitas dan persatuan dalam setiap lapisan masyarakat  happy new year 
 ",ganjarmahfud membawa semangat sportivitas persatuan lapisan masyarakat happy new year,85,Politik
TXT0264,Anies Protes Simulasi Surat Suara Hanya 2 Paslon: Tidak Usah Main-main! https://t.co/8KRdXWWTgE [RE OposisiCerdas],anies protes simulasi surat suara hanya  paslon tidak usah mainmain  ,anies protes simulasi surat suara paslon mainmain,49,Politik
TXT0265,"Bonus demografi akan menjadi potensi besar yang dimanfaatkan untuk memacu pertumbuhan ekonomi, dan Ganjar-Mahfud memiliki visi jelas untuk mewujudkannya. @moontaoji Happy New Year 
#GanjarMahfud2024
#3MandatGanjarMahfud
#L3bihbaik https://t.co/iyZ85WhH0g","bonus demografi akan menjadi potensi besar yang dimanfaatkan untuk memacu pertumbuhan ekonomi dan ganjarmahfud memiliki visi jelas untuk mewujudkannya  happy new year 
 ",bonus demografi potensi dimanfaatkan memacu pertumbuhan ekonomi ganjarmahfud memiliki visi mewujudkannya happy new year,119,Politik
TXT0266,"Saya dulu berpikir polarisasi akan berkurang kalau Jokowi menggandeng Prabowo dalam Koalisi.. 

Ternyata setelah Jokowi dan Prabowo bergabung dalam Pilpres 2024, yang terjadi malah lebih parah dari Pilpres sebelumnya.. 

Jangan sia-siakan nyawa yang melayang dan darah yang tertumpah.. 

Selamatkan demokrasi kita dari Prabowo Gibran ÃƒÂ°Ã‚Å¸Ã‚â€™Ã‚Âª [RE Paltiwest]","saya dulu berpikir polarisasi akan berkurang kalau jokowi menggandeng prabowo dalam koalisi 

ternyata setelah jokowi dan prabowo bergabung dalam pilpres  yang terjadi malah lebih parah dari pilpres sebelumnya 

jangan siasiakan nyawa yang melayang dan darah yang tertumpah 

selamatkan demokrasi kita dari prabowo gibran  ",berpikir polarisasi berkurang jokowi menggandeng prabowo koalisi jokowi prabowo bergabung pilpres parah pilpres siasiakan nyawa melayang darah tertumpah selamatkan demokrasi prabowo gibran,188,Politik
TXT0267,"Dukung Ganjar dan Mahfud agar Indonesia bisa bersatu dalam pertumbuhan ekonomi. @andirevltns Happy New Year 
#GanjarMahfud2024
#GanjarMahfudM3nang
#L3bihbaik https://t.co/6FrY4Oam5h","dukung ganjar dan mahfud agar indonesia bisa bersatu dalam pertumbuhan ekonomi  happy new year 
 ",dukung ganjar mahfud indonesia bersatu pertumbuhan ekonomi happy new year,73,Politik
TXT0268,"Penurunan Paksa Iklan Videotron Anies Baswedan, Timnas Amin Berencana Mengambil Langkah Hukum https://t.co/oG2mSIYNOC [RE OposisiCerdas]",penurunan paksa iklan videotron anies baswedan timnas amin berencana mengambil langkah hukum  ,penurunan paksa iklan videotron anies baswedan timnas amin berencana mengambil langkah hukum,92,Politik
TXT0269,"@markxiaoj @daedosoo iya buat timses pak anies makasih ya udh kasih kami ""ruang"" untuk berdemokrasi sesuai dgn apa yg kami senangi",  iya buat timses pak anies makasih ya udh kasih kami ruang untuk berdemokrasi sesuai dgn apa yg kami senangi,iya timses anies makasih ya udh kasih ruang berdemokrasi sesuai dgn yg senangi,78,Politik
TXT0270,"Prabowo pembohong besar tidak layak jadi calon presiden @Gerindra Kamera menunjukkan Prabowo pergi ketika mau didatangi Anies

#AsalBukanPrabowo","prabowo pembohong besar tidak layak jadi calon presiden  kamera menunjukkan prabowo pergi ketika mau didatangi anies

",prabowo pembohong layak calon presiden kamera prabowo pergi didatangi anies,75,Politik
TXT0271,"MK
KPU
DPR
Menteri
Bawaslu
ASN
Apdesi
Lembaga Survei
POLRI
TNI

Dear President @jokowi

Apakah kami yang bukan pendukung @prabowo dan @gibran_tweet masih rakyat anda?

Inikah wajah Demokrasi riang gembira yang sesungguhnya ? https://t.co/41ts82fRHl [RE NichNach8]","mk
kpu
dpr
menteri
bawaslu
asn
apdesi
lembaga survei
polri
tni

dear president  kami yang bukan pendukung  dan  masih rakyat anda

inikah wajah demokrasi riang gembira yang sesungguhnya   ",mk kpu dpr menteri bawaslu asn apdesi lembaga survei polri tni dear president pendukung rakyat wajah demokrasi riang gembira sesungguhnya,137,Politik
TXT0272,"Program Pasangan Capres Cawapres Ganjar Pranowo dan Mahfud MD, solusi jitu buat dorong pertumbuhan ekonomi desa. #JNK #GanjarPranowoPilihanUmat https://t.co/XnNwk6YmEH",program pasangan capres cawapres ganjar pranowo dan mahfud md solusi jitu buat dorong pertumbuhan ekonomi desa   ,program pasangan capres cawapres ganjar pranowo mahfud md solusi jitu dorong pertumbuhan ekonomi desa,101,Ekonomi
TXT0273,"Debat Capres Pertama, Ganjar Tegaskan Jaga Demokrasi dan Sikat Korupsi Bengis 

 Ganjar Mahfud Hebat #Coblos3 #3GM #GanjarMahfudM3nangDebat #DebatCapres https://t.co/gqDSdmy07I","debat capres pertama ganjar tegaskan jaga demokrasi dan sikat korupsi bengis 

 ganjar mahfud hebat     ",debat capres ganjar tegaskan jaga demokrasi sikat korupsi bengis ganjar mahfud hebat,84,Politik
TXT0274,"Ganjar-Mahfud memiliki komitmen kuat untuk memastikan adanya investasi di desa. @Annisakoto3 Happy New Year 
#GanjarMahfud2024
#GanjarMahfudM3nang
#L3bihbaik https://t.co/vsiLYfi4lk","ganjarmahfud memiliki komitmen kuat untuk memastikan adanya investasi di desa  happy new year 
 ",ganjarmahfud memiliki komitmen kuat investasi desa happy new year,65,Politik
TXT0275,Tanah yg disinggung siAnies semalam rupanya pnh digadaikan pak Prabowo utk mengusung siAnies jd gubernur dki. Inna lillahi https://t.co/YXxgbUoz2t [RE Chavesz08],tanah yg disinggung sianies semalam rupanya pnh digadaikan pak prabowo utk mengusung sianies jd gubernur dki inna lillahi  ,tanah yg disinggung sianies semalam pnh digadaikan prabowo utk mengusung sianies jd gubernur dki inna lillahi,109,Politik
TXT0276,ÃƒÂ°Ã‚Å¸Ã‚â€¢Ã‚Å’  Ganjar Mahfud Hebat #3GM #Coblos3 #DuluJokowiSekarangGanjar #GanjarMahfud2024 \'a0GunRomli \'a0 bersih KuatkanKPK SikatKorupsi Hebat\'a0 Bukan nyogok tapi KKN Korupsi KOLUSI NEPOTISME bersih kuatkanKPK Mahfud MD\,  ganjar mahfud hebat     agunromli a bersih kuatkankpk sikatkorupsi hebata bukan nyogok tapi kkn korupsi kolusi nepotisme bersih kuatkankpk mahfud md,ganjar mahfud hebat agunromli a bersih kuatkankpk sikatkorupsi hebata nyogok kkn korupsi kolusi nepotisme bersih kuatkankpk mahfud md,133,Politik
TXT0277,"Pak Anies terkejut &amp; tidak mau banyak berkomentar soal Presiden kok ikut Memberikan komentar #DebatCapres biarkan publik yg menilai. 

Dalam debat harus misa menjawab dan jangan berlindung dalam kerahasiaan ketika tidak bisa menjelaskan. ÃƒÂ°Ã‚Å¸Ã‚ËœÃ‚â€š

#AMINAjaDulu 
#AniesMuhaimin2024 https://t.co/ac87rHdTvo [RE BangPino__]","pak anies terkejut  tidak mau banyak berkomentar soal presiden kok ikut memberikan komentar  biarkan publik yg menilai 

dalam debat harus misa menjawab dan jangan berlindung dalam kerahasiaan ketika tidak bisa menjelaskan 

 
  ",anies terkejut berkomentar presiden komentar biarkan publik yg menilai debat misa berlindung kerahasiaan,104,Politik
TXT0278,"@ganjarpranowo @aniesbaswedan @mohmahfudmd @prabowo Bersama Ganjar Mahfud Indonesia bersih dari korupsi.
https://t.co/QcxMlO7OEE [RE Urrangawak]","    bersama ganjar mahfud indonesia bersih dari korupsi
 ",ganjar mahfud indonesia bersih korupsi,38,Politik
TXT0279,"Wuih, kemandirian industri digital kita pasti makin meningkat nih. Dukungan Ganjar-Mahfud ke UMKM lokal melalui e-commerce bakal jadi dorongan besar buat pertumbuhan ekonomi digital kita. @deliverygurll Happy New Year 
#GanjarMahfud2024
#GanjarMahfudM3nang
#L3bihbaik https://t.co/Npu6q7gL8p","wuih kemandirian industri digital kita pasti makin meningkat nih dukungan ganjarmahfud ke umkm lokal melalui ecommerce bakal jadi dorongan besar buat pertumbuhan ekonomi digital kita  happy new year 
 ",wuih kemandirian industri digital meningkat nih dukungan ganjarmahfud umkm lokal ecommerce dorongan pertumbuhan ekonomi digital happy new year,142,Politik
TXT0280,"Pendidikan adalah investasi jangka panjang dan Ganjar memastikan prajurit memiliki dukungan penuh @publikasi_kan 
#DebatCapres
#GanjarMahfud2024
#GanjarMahfudM3nangDebat
#Coblos66 https://t.co/4LdTuqX94h","pendidikan adalah investasi jangka panjang dan ganjar memastikan prajurit memiliki dukungan penuh  
 ",pendidikan investasi jangka ganjar prajurit memiliki dukungan penuh,67,Politik
TXT0281,"Buzzerr Prabowo-gibran Tidak punya rasa kemanusiaan .

Mereka ramai-ramai membela Oknum TNI yang telah menghajar para relawan Ganjar-mahfud .
Bahkan paling ironi mereka mendukung dan membenarkan Tindakan Oknum TNI itu .

Ya Allah apakah mereka Sudah tidak punya urat nadi Kemanusiaan ..??

Semua Partai Politik Yang memiliki Anggota legislatif kuat Di Daerah pasti akan melakukan Kampanye dengan berbagai model parade ..

Ada yang pakai knalpot brong ada Juga yang pakai Mobil terbuka bawa Alat Musik . 
Semua dilakukan Caleg-caleg untuk menyambut Uforia pesta Demokrasi bersama Basis masa di Dapilnya .

Entah Itu PDIP, Gerindra,Golkar,PKB,PKS,PAN atau yang lainya ÃƒÂ¢Ã‚â‚¬Ã‚Â¦ 

Hal yang sudah di anggap jamak lumrah karena bagian dari tradisi pemilihan Caleg atau presiden tiap 5th an . 

Banyak juga yang ditangkap Polisi satlantas Motor mereka dibkandangin tidak bisa keluar karena mungkin Pajaknya mati atau ternyata tidak ada suratnya . 

Nanti paling calegnya kasih uang ganti rugi karena kadernya kena tilang atau motornya ditahan . 

Nah kalo kejadian Di Boyolali itu kalian para Pendukung Prabowo-Gibran Membela TNI sangat kejam dan moral kalian sudah minggat gara-gara hanya nomor rekening masuk Tiap bulan .

Apa ini memperlihatkan bahwa Aparat tidak netral dan mereka berada dalam rangkaian ritual itu ?? 

Kemanusiaan kalian dimana ?? 

Jelas oknum TNI di markas 408 Boyolali itu melakukan kekerasan , bahkan kemarin waktu saya menjenguk salah satu korban bilang bahwa Mereka semua bertuju diseret masuk ke markas dan dihajar secara bancaan sampai terluka berat ada satu korban belum sadar sampai sore kemarin . 

Apa itu Tugas TNI ??? 
Sedangkan Jalan raya boyolali Itu adalah jalan Provinsi bukan jalab TNI . 

Kepala satuan bisa saja tlp Kasatlantas Untuk menangkap mereka jika melanggar lalulintas . 
Karena hukum lalu lintas itu tidak di hajar sampai Terluka parah seperti itu . 

Kamu dimana empatimu Buzerr Pak @prabowo dan Mas @gibran_tweet ? 

Ini bukan masalah yang dihajar relawan @ganjarpranowo @mohmahfudmd  . 

Ini soal kemanusian yang warga Sipil sudah di Hakimi oleh Oknum TNI yang secara keji bertindak semana-mena .

Tolong temen-temen yang masih punya empati kawal terus kasus ini biar nanti tidak terulang lagi dan menimpa Pihak manapun . Terimakasih . [RE Gus_Raharjo]","buzzerr prabowogibran tidak punya rasa kemanusiaan 

mereka ramairamai membela oknum tni yang telah menghajar para relawan ganjarmahfud 
bahkan paling ironi mereka mendukung dan membenarkan tindakan oknum tni itu 

ya allah apakah mereka sudah tidak punya urat nadi kemanusiaan 

semua partai politik yang memiliki anggota legislatif kuat di daerah pasti akan melakukan kampanye dengan berbagai model parade 

ada yang pakai knalpot brong ada juga yang pakai mobil terbuka bawa alat musik  
semua dilakukan calegcaleg untuk menyambut uforia pesta demokrasi bersama basis masa di dapilnya 

entah itu pdip gerindragolkarpkbpkspan atau yang lainya  

hal yang sudah di anggap jamak lumrah karena bagian dari tradisi pemilihan caleg atau presiden tiap th an  

banyak juga yang ditangkap polisi satlantas motor mereka dibkandangin tidak bisa keluar karena mungkin pajaknya mati atau ternyata tidak ada suratnya  

nanti paling calegnya kasih uang ganti rugi karena kadernya kena tilang atau motornya ditahan  

nah kalo kejadian di boyolali itu kalian para pendukung prabowogibran membela tni sangat kejam dan moral kalian sudah minggat garagara hanya nomor rekening masuk tiap bulan 

apa ini memperlihatkan bahwa aparat tidak netral dan mereka berada dalam rangkaian ritual itu  

kemanusiaan kalian dimana  

jelas oknum tni di markas  boyolali itu melakukan kekerasan  bahkan kemarin waktu saya menjenguk salah satu korban bilang bahwa mereka semua bertuju diseret masuk ke markas dan dihajar secara bancaan sampai terluka berat ada satu korban belum sadar sampai sore kemarin  

apa itu tugas tni  
sedangkan jalan raya boyolali itu adalah jalan provinsi bukan jalab tni  

kepala satuan bisa saja tlp kasatlantas untuk menangkap mereka jika melanggar lalulintas  
karena hukum lalu lintas itu tidak di hajar sampai terluka parah seperti itu  

kamu dimana empatimu buzerr pak  dan mas   

ini bukan masalah yang dihajar relawan     

ini soal kemanusian yang warga sipil sudah di hakimi oleh oknum tni yang secara keji bertindak semanamena 

tolong tementemen yang masih punya empati kawal terus kasus ini biar nanti tidak terulang lagi dan menimpa pihak manapun  terimakasih  ",buzzerr prabowogibran kemanusiaan ramairamai membela oknum tni menghajar relawan ganjarmahfud ironi mendukung membenarkan tindakan oknum tni ya allah urat nadi kemanusiaan partai politik memiliki anggota legislatif kuat daerah kampanye model parade pakai knalpot brong pakai mobil terbuka bawa alat musik calegcaleg menyambut uforia pesta demokrasi basis dapilnya pdip gerindragolkarpkbpkspan lainya anggap jamak lumrah tradisi pemilihan caleg presiden th an ditangkap polisi satlantas motor dibkandangin pajaknya mati suratnya calegnya kasih uang ganti rugi kadernya kena tilang motornya ditahan kalo kejadian boyolali pendukung prabowogibran membela tni kejam moral minggat garagara nomor rekening masuk aparat netral rangkaian ritual kemanusiaan dimana oknum tni markas boyolali kekerasan kemarin menjenguk salah korban bilang bertuju diseret masuk markas dihajar bancaan terluka berat korban sadar sore kemarin tugas tni jalan raya boyolali jalan provinsi jalab tni kepala satuan tlp kasatlantas menangkap melanggar lalulintas hukum lintas hajar terluka parah dimana empatimu buzerr mas dihajar relawan kemanusian warga sipil hakimi oknum tni keji bertindak semanamena tolong tementemen empati kawal biar terulang menimpa manapun terimakasih,1245,Politik
TXT0282,"Dengan Ganjar-Mahfud, kota-kota akan menjadi magnet ekonomi yang menarik investasi. @asmaulbinmaul Happy New Year 
#GanjarMahfud2024
#GanjarMahfudM3nang
#L3bihbaik https://t.co/7EED1hNolM","dengan ganjarmahfud kotakota akan menjadi magnet ekonomi yang menarik investasi  happy new year 
 ",ganjarmahfud kotakota magnet ekonomi menarik investasi happy new year,69,Politik
TXT0283,"Sebut Gaza Dilindas karena Tak Punya Kekuatan Militer, Prabowo Dianggap Tanpa Empati https://t.co/q9ZWTZ59j4 [RE OposisiCerdas]",sebut gaza dilindas karena tak punya kekuatan militer prabowo dianggap tanpa empati  ,gaza dilindas kekuatan militer prabowo dianggap empati,54,Politik
TXT0284,"PENTINGNYA ETIKA

Momen pendukung Prabowo Gibran teriak mengumpat di acara debat capres 2024 https://t.co/FwQnkM9COm [RE MuhiqR]","pentingnya etika

momen pendukung prabowo gibran teriak mengumpat di acara debat capres   ",etika momen pendukung prabowo gibran teriak mengumpat acara debat capres,72,Politik
TXT0285,"Di Debat Ketiga, Capres Prabowo Subianto Optimis Utang Luar ... - Industry https://t.co/lCsV2Sipvs #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan",di debat ketiga capres prabowo subianto optimis utang luar   industry    ,debat ketiga capres prabowo subianto optimis utang industry,59,Politik
