text,label,clean_text,processed_text,text_length
"RT This is real, Prabowo said it multiple times that what happens in Gaza is because of lack of defences resources in Gaza. After all of the huge protests in Indonesia on Palestine liberation, and decolonisation?? How could you? [RE maidina__]",Pertahanan dan Keamanan,rt this is real prabowo said it multiple times that what happens in gaza is because of lack of defences resources in gaza after all of the huge protests in indonesia on palestine liberation and decolonisation how could you ,rt this is real prabowo said it multiple times that what happens in gaza is because of lack of defences resources in gaza after all of the huge protests in indonesia on palestine liberation and decolonisation how could you,222
Deklarasi dukungan GAM di Jabar menciptakan momentum positif yang memperkuat posisi Prabowo dalam pandangan rakyat. #JabarTetapPakBowo DariJabar UntukIndonesia https://t.co/W9pHmELIVt,Politik,deklarasi dukungan gam di jabar menciptakan momentum positif yang memperkuat posisi prabowo dalam pandangan rakyat  darijabar untukindonesia ,deklarasi dukungan gam jabar menciptakan momentum positif memperkuat posisi prabowo pandangan rakyat darijabar untukindonesia,125
"Habiburokhman menyakini antusiasme warga, khususnya emak-emak dapat memberi dampak yang besar bagi Prabowo-Gibran. Dia menilai emak-emak memiliki semangat yang konsisten. #IndonesiaSentris #IndonesiaHijau #02Melanjutkan #AnakMudaIndonesiaEmas Prabowo Subianto",Politik,habiburokhman menyakini antusiasme warga khususnya emakemak dapat memberi dampak yang besar bagi prabowogibran dia menilai emakemak memiliki semangat yang konsisten     prabowo subianto,habiburokhman menyakini antusiasme warga emakemak dampak prabowogibran menilai emakemak memiliki semangat konsisten prabowo subianto,132
"RT Bapak ini aneh. Sudah sewajarnya Prabowo diserang karena dia menteri AKTIF menhan. Yang aneh itu menteri AKTIF menhan kok malah babak belur ditanya soal pertahanan. Alih-alih introspeksi, kok malah bersih-bersih? Kan lucu. [RE imrenagi]",Politik,rt bapak ini aneh sudah sewajarnya prabowo diserang karena dia menteri aktif menhan yang aneh itu menteri aktif menhan kok malah babak belur ditanya soal pertahanan alihalih introspeksi kok malah bersihbersih kan lucu ,rt aneh sewajarnya prabowo diserang menteri aktif menhan aneh menteri aktif menhan babak belur pertahanan alihalih introspeksi bersihbersih lucu,144
RT Silakan disimak ya! Cerita dibalik penunjukkan pak Anies Baswedan jadi Calon Gubernur Jakarta 2017.. Pak Anies diminta langsung bukan meminta. #AMINAjaDulu #AniesMuhaimin2024 https://t.co/juJf99bleB [RE Mdy_Asmara1701],Politik,rt silakan disimak ya cerita dibalik penunjukkan pak anies baswedan jadi calon gubernur jakarta  pak anies diminta langsung bukan meminta    ,rt silakan disimak ya cerita dibalik penunjukkan anies baswedan calon gubernur jakarta anies langsung,101
"RT Ide Prabowo Potong Subsidi Gas dan BBM, Mulyanto: Jangan ... - Poskota https://t.co/ggCPcz9gJt #MenangSeputaran [RE AzzrielAzaryahu]",Politik,rt ide prabowo potong subsidi gas dan bbm mulyanto jangan   poskota   ,rt ide prabowo potong subsidi gas bbm mulyanto poskota,54
"RT Debat itu ya harus selesaikan isu atau pertanyaan dalam arena tersebut, bukan diluar arena itu ÃƒÂ¢Ã‚ËœÃ‚ÂºÃƒÂ¯Ã‚Â¸Ã‚Â Debat Capres Tgl 07 Januari menunjukkan kepiawaian Anies Baswedan menyampaikan Gagasan, Misi, Visi dalam Waktu 1 s.d 2 menit. #AMINAjaDulu #AniesMenangDebat https://t.co/Cme4Rnq2Cp [RE JarnasABWBpn]",Politik,rt debat itu ya harus selesaikan isu atau pertanyaan dalam arena tersebut bukan diluar arena itu  debat capres tgl  januari menunjukkan kepiawaian anies baswedan menyampaikan gagasan misi visi dalam waktu  sd  menit    ,rt debat ya selesaikan isu arena diluar arena debat capres tgl januari kepiawaian anies baswedan gagasan misi visi sd menit,123
"@Kiv4e85+fzq0adnkelwlTfhfCFNDP7QFOGju6Xz2LXw= Permainan survei adalah siapa yg membiayai survei itu. 2019, Jokowi kalah pada Prabowo namun hasil pilpres berbeda. Ganjar di survei kalah pilgub Jateng, namun menang. Anies kalah dalam survei pilgub DKI Jakar",Sosial Budaya, permainan survei adalah siapa yg membiayai survei itu  jokowi kalah pada prabowo namun hasil pilpres berbeda ganjar di survei kalah pilgub jateng namun menang anies kalah dalam survei pilgub dki jakar,permainan survei yg membiayai survei jokowi kalah prabowo hasil pilpres berbeda ganjar survei kalah pilgub jateng menang anies kalah survei pilgub dki jakar,156
RT Ini sih nggak main-main kencintaanya terhadap Pak Anies Baswedan Warga Ambon membludak ingin bersalaman usai sholat subuh #AMINAjaDulu https://t.co/OcKWu3D3TQ [RE Mdy_Asmara1701],Politik,rt ini sih nggak mainmain kencintaanya terhadap pak anies baswedan warga ambon membludak ingin bersalaman usai sholat subuh   ,rt sih nggak mainmain kencintaanya anies baswedan warga ambon membludak bersalaman sholat subuh,95
"bgini lah kualitas cawapres yg bakal lu dpt klo lu dengan penuh sadar mencoblos no 2 di tps nanti. amit amit prabowo nanti mati. yg naik jadi presiden bukan bapak lu, om lu, dll. tapi si gibran pah poh ini cokkkkkk. #asalbukanprabowo",Ekonomi,bgini lah kualitas cawapres yg bakal lu dpt klo lu dengan penuh sadar mencoblos no  di tps nanti amit amit prabowo nanti mati yg naik jadi presiden bukan bapak lu om lu dll tapi si gibran pah poh ini cokkkkkk ,bgini kualitas cawapres yg lu dpt klo lu penuh sadar mencoblos no tps amit amit prabowo mati yg presiden lu om lu dll si gibran pah poh cokkkkkk,144
"RT terpantau pak ganjar menghadiri acara #HUTPDIPerjuanganKe51 di sekolah partai nih gais, di lenteng agung dan kita ucapkan selamat hut pdi yg ke 51 nya https://t.co/xmFdXS2pDO [RE Waudira]",Politik,rt terpantau pak ganjar menghadiri acara  di sekolah partai nih gais di lenteng agung dan kita ucapkan selamat hut pdi yg ke  nya  ,rt terpantau ganjar menghadiri acara sekolah partai nih gais lenteng agung ucapkan selamat hut pdi yg nya,105
"Program Ganjar Pranowo bikin ekonomi kita maju, 7% pertumbuhan setiap tahun. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/dIcBAbEoXj",Ekonomi,program ganjar pranowo bikin ekonomi kita maju  pertumbuhan setiap tahun    ,program ganjar pranowo bikin ekonomi maju pertumbuhan,53
"RT Pak Anies Baswedan menghadiri acara Ngajabarkeun Abah Anies, Dialog bersama Seniman dan Budayawan Jawa Barat #AMINAjaDulu #BandungLautanAMIN https://t.co/fCXqXBbrgs [RE Mdy_Asmara1701]",Sosial Budaya,rt pak anies baswedan menghadiri acara ngajabarkeun abah anies dialog bersama seniman dan budayawan jawa barat    ,rt anies baswedan menghadiri acara ngajabarkeun abah anies dialog seniman budayawan jawa barat,94
Pak Ganjar Pranowo bawa kabar baik lagi! Dia bakal melibatkan perguruan tinggi buat program-program yang bisa bikin daerahnya makin maju. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/tII5MxVCva,Politik,pak ganjar pranowo bawa kabar baik lagi dia bakal melibatkan perguruan tinggi buat programprogram yang bisa bikin daerahnya makin maju    ,ganjar pranowo bawa kabar melibatkan perguruan programprogram bikin daerahnya maju,82
RT Viralkan! biar rakyat kecil paham apa yang diperjuangkan Pak Anies dengan visinya membangun KESETARAAN untuk Indonesia yang lebih Adil! #AMINAjaDulu https://t.co/hJQSShz2Qb [RE mapedos01],Politik,rt viralkan biar rakyat kecil paham apa yang diperjuangkan pak anies dengan visinya membangun kesetaraan untuk indonesia yang lebih adil   ,rt viralkan biar rakyat paham diperjuangkan anies visinya membangun kesetaraan indonesia adil,93
"Beri ucapan selamat atas kelolosan ke 16 besar, Prabowo dinilai mnjdi sosok pemimpin yg akan mndorong kemajuan Timnas Indonesia #PRBWDukungTimnas https://t.co/znFxCNRbOK",Politik,beri ucapan selamat atas kelolosan ke  besar prabowo dinilai mnjdi sosok pemimpin yg akan mndorong kemajuan timnas indonesia  ,ucapan selamat kelolosan prabowo dinilai mnjdi sosok pemimpin yg mndorong kemajuan timnas indonesia,99
"RT Heboh! Ade Armando Kasih Clue Untuk Tidak Memilih 02, Pendukung Anies Harus Siap Pilih Ganjar, Pendukung Ganjar Harus Siap Pilih Anies, Anak Muda : Gapapa Yang Penting Bukan 02. Jleb! https://t.co/mug7vXIBIt [RE abu_waras]",Politik,rt heboh ade armando kasih clue untuk tidak memilih  pendukung anies harus siap pilih ganjar pendukung ganjar harus siap pilih anies anak muda  gapapa yang penting bukan  jleb  ,rt heboh ade armando kasih clue memilih pendukung anies pilih ganjar pendukung ganjar pilih anies anak muda gapapa jleb,119
RT Viral TKI Taiwan Pendukung Anies Baswedan Dapat Surat Suara Bolong: Mau Pilih AMIN Tapi Paslon Lain Sudah Dicoblosi https://t.co/0bG6TRpciM [RE OposisiCerdas],Politik,rt viral tki taiwan pendukung anies baswedan dapat surat suara bolong mau pilih amin tapi paslon lain sudah dicoblosi  ,rt viral tki taiwan pendukung anies baswedan surat suara bolong pilih amin paslon dicoblosi,91
RT Abah Anies ingin mengangkat martabat petani agar tidak terus menerus menerima bansos karena penghasilannya cukup.. #AMINAjaDulu https://t.co/txIvBhLvn2 [RE ekowboy2],Sosial Budaya,rt abah anies ingin mengangkat martabat petani agar tidak terus menerus menerima bansos karena penghasilannya cukup   ,rt abah anies mengangkat martabat petani menerus menerima bansos penghasilannya,79
"Internet Gratis Ganjar sangat dibutuhkan oleh Para Pelajar Indonesia terutama Para Pelajar yang daerah nya belum terakses oleh internet,selalu dukung rencana2 dan program2 dari Pak Ganjar seperti Ganjar Gratiskan Int3rnet https://t.co/EelvTVRIfk",Sosial Budaya,internet gratis ganjar sangat dibutuhkan oleh para pelajar indonesia terutama para pelajar yang daerah nya belum terakses oleh internetselalu dukung rencana dan program dari pak ganjar seperti ganjar gratiskan intrnet ,internet gratis ganjar dibutuhkan pelajar indonesia pelajar daerah nya terakses internetselalu dukung rencana program ganjar ganjar gratiskan intrnet,149
"Pasangan Ganjar Pranowo dan Mahfud MD itu bener-bener punya prinsip buat selalu jadi pemimpin yang jujur, dan itu penting banget buat kepercayaan rakyat. #GanjarPranowoPilihanUmat #JNK #GanjarMahfudRebound https://t.co/9H0kVEYDJq",Ideologi,pasangan ganjar pranowo dan mahfud md itu benerbener punya prinsip buat selalu jadi pemimpin yang jujur dan itu penting banget buat kepercayaan rakyat    ,pasangan ganjar pranowo mahfud md benerbener prinsip pemimpin jujur banget kepercayaan rakyat,93
"Keberanian Ganjar-Mahfud sats3t seperti pasukan penguin yang tak kenal takut, siap menjadikan Indonesia lebih hebat @oXDI/hH0FdefhwPRNZzttaNVhh7YazVclex/Md7kEb4= #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/7e9XyMQ5FT",Politik,keberanian ganjarmahfud satst seperti pasukan penguin yang tak kenal takut siap menjadikan indonesia lebih hebat     ,keberanian ganjarmahfud satst pasukan penguin kenal takut menjadikan indonesia hebat,84
ÃƒÂ°Ã‚Å¸Ã‚â€œÃ‚Â¡ Ganjar Mahfud Hebat #Coblos3 #3GM #GanjarMahfud2024 Bukti nyata Kalau Pak Ganjar itu sosok yang peduli dengan pelaku UMKM Ganjar Mahfud Hebat #3GM #Coblos3 https://t.co/QP1GmFUGPR,Politik, ganjar mahfud hebat    bukti nyata kalau pak ganjar itu sosok yang peduli dengan pelaku umkm ganjar mahfud hebat   ,ganjar mahfud hebat bukti nyata ganjar sosok peduli pelaku umkm ganjar mahfud hebat,83
"RT Lagi, lagi, lagi dan lagi. Dia (Anies Baswedan) karyanya mendapat Penghargaan Internasional. Program Penataan Kampung Jakarta Raih Gold World Habitat Awards 2024 Legacy Anies R Baswedan, Kampung Susun Aquarium https://t.co/t28cU76wmr [RE GeiszChalifah]",Politik,rt lagi lagi lagi dan lagi dia anies baswedan karyanya mendapat penghargaan internasional program penataan kampung jakarta raih gold world habitat awards  legacy anies r baswedan kampung susun aquarium  ,rt anies baswedan karyanya penghargaan internasional program penataan kampung jakarta raih gold world habitat awards legacy anies r baswedan kampung susun aquarium,163
"RT Juru Bicara TPN Ganjar-Mahfud, Aryo Seno Bagaskoro menyampaikan dalam konteks relasi global, Indonesia tidak boleh hanya maju, tetapi harus unggul dibandingkan negara-negara lain. ÃƒÂ¢Ã‚â‚¬Ã‚Å“Keunggulan itu bisa tercapai apabila kita konsisten dan serius dalam mencapai Indonesia Emas 2045 dengan memanfaatkan momentum bonus demografi,ÃƒÂ¢Ã‚â‚¬Ã‚Â kata Aryo. Menurut Juru Bicara TPN Ganjar-Mahfud, Aryo Seno Bagaskoro seluruh logika itu harus didasarkan pada kepastian dan penegakan hukum yang tegas. Rekrutmen dan penempatan duta besar harus berdasarkan kapabilitas, agar hubungan Indonesia dengan negara-negara lain semakin produktif, juga memberikan rasa perlindungan bagi para diaspora. Menurut Juru Bicara TPN Ganjar-Mahfud, Aryo Seno Bagaskoro, kebijakan pro kesejahteraan aparat penegak hukum juga harus ditingkatkan. Maka Ganjar-Mahfud menyiapkan beasiswa khusus untuk anak-anak polisi dan tentara. Untuk meringankan beban pendidikan agar para prajurit dan polisi kita dapat fokus bertugas sesuai tupoksinya. #PDIPerjuangan #GanjarUntukSemua #GanjarPresiden #MEnangkanGAnjar #Nomor3Pilihanku #GanjarMahfud2024 #GanjarSatSet #MahfudTasTes [RE PDI_Perjuangan]",Sosial Budaya,rt juru bicara tpn ganjarmahfud aryo seno bagaskoro menyampaikan dalam konteks relasi global indonesia tidak boleh hanya maju tetapi harus unggul dibandingkan negaranegara lain keunggulan itu bisa tercapai apabila kita konsisten dan serius dalam mencapai indonesia emas  dengan memanfaatkan momentum bonus demografi kata aryo menurut juru bicara tpn ganjarmahfud aryo seno bagaskoro seluruh logika itu harus didasarkan pada kepastian dan penegakan hukum yang tegas rekrutmen dan penempatan duta besar harus berdasarkan kapabilitas agar hubungan indonesia dengan negaranegara lain semakin produktif juga memberikan rasa perlindungan bagi para diaspora menurut juru bicara tpn ganjarmahfud aryo seno bagaskoro kebijakan pro kesejahteraan aparat penegak hukum juga harus ditingkatkan maka ganjarmahfud menyiapkan beasiswa khusus untuk anakanak polisi dan tentara untuk meringankan beban pendidikan agar para prajurit dan polisi kita dapat fokus bertugas sesuai tupoksinya         ,rt juru bicara tpn ganjarmahfud aryo seno bagaskoro konteks relasi global indonesia maju unggul dibandingkan negaranegara keunggulan tercapai konsisten serius mencapai indonesia emas memanfaatkan momentum bonus demografi aryo juru bicara tpn ganjarmahfud aryo seno bagaskoro logika didasarkan kepastian penegakan hukum rekrutmen penempatan duta berdasarkan kapabilitas hubungan indonesia negaranegara produktif perlindungan diaspora juru bicara tpn ganjarmahfud aryo seno bagaskoro kebijakan pro kesejahteraan aparat penegak hukum ditingkatkan ganjarmahfud beasiswa khusus anakanak polisi tentara meringankan beban pendidikan prajurit polisi fokus bertugas sesuai tupoksinya,674
"RT keputusan yang tepat pak prabowo milih gibran sebagai calon, beliau tau kalo butuh orang yang gigih berani buat neruin program yang mereka usung, gue yakin di tangan mereka berdua Indonesia makin hebat sih #MudaGIgihBRANi https://t.co/PSPXd5taAY [RE bmeloved]",Politik,rt keputusan yang tepat pak prabowo milih gibran sebagai calon beliau tau kalo butuh orang yang gigih berani buat neruin program yang mereka usung gue yakin di tangan mereka berdua indonesia makin hebat sih   ,rt keputusan prabowo milih gibran calon beliau tau kalo butuh orang gigih berani neruin program usung gue tangan berdua indonesia hebat sih,139
"@zTuEH2L2xJ8nzKxUVOfLhd5bSC3nVprZEJnrJDMTCEE= Setuju bang, Sy kok Sy merasa Anies manusia yg paling beretika di Pilpres ini. Dia penjaga moral etika bangsa. Tapi praktiknya nyerang Pak Prabowo ngasih nilai 11. Etika berlaku buat orang lain gak berlaku bua",Politik, setuju bang sy kok sy merasa anies manusia yg paling beretika di pilpres ini dia penjaga moral etika bangsa tapi praktiknya nyerang pak prabowo ngasih nilai  etika berlaku buat orang lain gak berlaku bua,setuju bang sy sy anies manusia yg beretika pilpres penjaga moral etika bangsa praktiknya nyerang prabowo ngasih nilai etika berlaku orang gak berlaku bua,154
RT Salah satu Buzzer utama Ganjar sudah mulai mengeluhkan ogah2 an nya PDIP . Kapal mulai oleng saudara2 https://t.co/ugDx4zp9kB [RE bentangnegeri],Politik,rt salah satu buzzer utama ganjar sudah mulai mengeluhkan ogah an nya pdip  kapal mulai oleng saudara  ,rt salah buzzer utama ganjar mengeluhkan ogah an nya pdip kapal oleng saudara,77
AHY Sebut Masyarakat Aceh Banyak Titipkan Harapan ke Prabowo Subianto.. kei PDemokrat AgusYudhoyono Demokrat S14P https://t.co/AgIGEuS7rz,Politik,ahy sebut masyarakat aceh banyak titipkan harapan ke prabowo subianto kei pdemokrat agusyudhoyono demokrat sp ,ahy masyarakat aceh titipkan harapan prabowo subianto kei pdemokrat agusyudhoyono demokrat sp,93
@5HvBzbv15vK8C1tYNW+fC/JrZQ//nqRjBBhB8ObkbIM= @Rget3ISl1mTwMTBg/YShVVg9G4D7NEceZom5uCeHsz4= @8xl/+BKPYE+muGFeGIHrbE8e4lNQs2Hoy2T18rN5/Jg= Kawal Ganjar-Mahfud sampai m3nang #GanjarSikatKorupsi,Politik,   kawal ganjarmahfud sampai mnang ,kawal ganjarmahfud mnang,24
"RT makanya kmrn aku bilang anies timsesnya bawa2 kpoper ke dunia politik itu salah gede walau bilang bukan timses lah, natural lah, cm buat have fun semua terpatahkan dgn iklan merka sendiri ad ajakan memilih anies!! jd ini isu blunder videotron jgn di kasih lolos cari tau &amp;sikat https://t.co/PXMuh4YrKd [RE tekarok007]",Politik,rt makanya kmrn aku bilang anies timsesnya bawa kpoper ke dunia politik itu salah gede walau bilang bukan timses lah natural lah cm buat have fun semua terpatahkan dgn iklan merka sendiri ad ajakan memilih anies jd ini isu blunder videotron jgn di kasih lolos cari tau sikat  ,rt kmrn bilang anies timsesnya bawa kpoper dunia politik salah gede bilang timses natural cm have fun terpatahkan dgn iklan merka ad ajakan memilih anies jd isu blunder videotron jgn kasih lolos cari tau sikat,209
